task_id,n_train,n_test,n_test_with_output,input_height_max,input_width_max,input_cells_max,output_height_max,output_width_max,output_cells_max,n_input_colours,n_output_colours,introduces_colours,removes_colours,objects_input_mean,objects_output_mean,size_relation,output_shape_varies,few_demonstrations,large_grid,split
bbb1b8b6,7,2,2,4,9,36,4,4,16,7,6,False,True,3.667,2.222,smaller,False,False,False,github_training
bbc9ae5d,5,1,1,1,12,12,6,12,72,6,6,False,False,1.0,1.0,larger,True,False,False,github_training
bc1d5164,5,1,1,5,7,35,3,3,9,6,6,False,False,4.5,2.333,smaller,False,False,False,github_training
bc4146bd,4,1,1,4,4,16,4,20,80,8,8,False,False,9.0,31.4,larger,False,False,False,github_training
bc93ec48,3,1,1,16,16,256,16,16,256,9,9,False,False,12.5,14.25,same,True,False,False,github_training
bcb3040b,3,1,1,18,18,324,18,18,324,3,4,True,False,25.25,36.5,same,True,False,False,github_training
bd14c3bf,3,1,1,19,19,361,19,19,361,3,3,False,False,8.25,8.25,same,True,False,False,github_training
bd283c4a,2,1,1,10,10,100,10,10,100,7,7,False,False,24.333,4.0,same,False,True,False,github_training
bd4472b8,3,1,1,12,5,60,12,5,60,7,6,False,True,4.5,11.5,same,True,False,False,github_training
bd5af378,4,1,1,10,10,100,10,10,100,6,7,True,False,2.0,12.8,same,True,False,False,github_training
bda2d7a6,3,2,2,8,8,64,8,8,64,9,9,False,False,2.6,2.6,same,True,False,False,github_training
bdad9b1f,2,1,1,6,6,36,6,6,36,3,4,True,False,2.0,5.0,same,False,True,False,github_training
be03b35f,3,1,1,5,5,25,2,2,4,3,2,False,True,4.0,1.0,smaller,False,False,False,github_training
be94b721,4,1,1,9,13,91,4,3,12,9,5,False,True,3.2,1.0,smaller,True,False,False,github_training
beb8660c,3,1,1,11,8,88,11,8,88,10,10,False,False,5.5,5.5,same,True,False,False,github_training
bf32578f,3,1,1,10,10,100,10,10,100,5,5,False,False,4.0,1.0,same,True,False,False,github_training
bf699163,2,1,1,17,18,306,3,3,9,8,4,False,True,14.667,2.0,smaller,False,True,False,github_training
bf89d739,4,1,1,19,17,247,19,17,247,2,3,True,False,5.4,6.4,same,True,False,False,github_training
c074846d,5,2,2,9,11,99,9,11,99,3,4,True,False,2.0,3.0,same,True,False,False,github_training
c0f76784,3,1,1,12,12,144,12,12,144,2,5,True,False,2.75,5.5,same,False,False,False,github_training
c1990cce,3,1,1,1,17,17,17,17,289,2,3,True,False,1.0,30.25,larger,True,False,False,github_training
c1d99e64,3,1,1,27,25,675,27,25,675,5,6,True,False,14.0,15.25,same,True,False,True,github_training
c3202e5a,3,1,1,29,29,841,5,5,25,10,5,False,True,101.5,3.75,smaller,True,False,True,github_training
c35c1b4c,3,1,1,10,10,100,10,10,100,9,9,False,False,24.25,21.5,same,False,False,False,github_training
c3e719e8,3,1,1,3,3,9,9,9,81,8,9,True,False,6.75,25.0,larger,False,False,False,github_training
c3fa4749,3,2,2,30,30,900,30,30,900,10,10,False,False,384.2,371.4,same,True,False,True,github_training
c444b776,2,1,1,19,29,551,19,29,551,9,9,False,False,9.667,34.333,same,True,True,True,github_training
c48954c1,3,1,1,3,3,9,9,9,81,8,8,False,False,7.75,41.5,larger,False,False,False,github_training
c4d1a9ae,2,1,1,10,8,80,10,8,80,8,8,False,False,20.0,34.0,same,False,True,False,github_training
c59eb873,3,1,1,5,5,25,10,10,100,8,8,False,False,4.25,4.25,larger,True,False,False,github_training
c6141b15,3,1,1,16,16,256,16,16,256,7,7,False,False,9.0,9.5,same,True,False,False,github_training
c61be7dc,3,1,1,19,19,361,19,19,361,3,3,False,False,7.75,6.5,same,True,False,False,github_training
c62e2108,3,1,1,24,24,576,24,24,576,6,5,False,True,5.5,1.75,same,True,False,True,github_training
c64f1187,2,1,1,20,20,360,11,14,121,8,6,False,True,30.667,9.0,smaller,True,True,False,github_training
c658a4bd,2,1,1,19,19,361,10,10,100,7,6,False,True,6.0,4.667,smaller,True,True,False,github_training
c6e1b8da,3,1,1,20,20,400,20,20,400,8,8,False,False,4.5,4.5,same,False,False,False,github_training
c7d4e6ad,2,1,1,10,10,100,10,10,100,9,8,False,True,4.0,6.0,same,False,True,False,github_training
c803e39c,3,1,1,7,30,210,25,25,625,9,5,False,True,7.5,20.5,mixed,True,False,True,github_training
c87289bb,4,1,1,10,15,150,10,15,150,3,3,False,False,6.2,5.4,same,True,False,False,github_training
c8b7cc0f,3,1,1,9,9,81,3,3,9,6,5,False,True,9.5,1.0,smaller,False,False,False,github_training
c8cbb738,3,1,1,18,19,342,7,7,49,7,7,False,False,13.25,13.0,smaller,True,False,False,github_training
c8f0f002,3,1,1,3,6,18,3,6,18,3,3,True,True,7.25,7.25,same,True,False,False,github_training
c909285e,3,1,1,28,28,784,7,7,49,8,7,False,True,115.5,7.25,smaller,False,False,True,github_training
c920a713,3,1,1,25,25,625,13,13,169,10,9,False,True,16.25,5.75,smaller,True,False,True,github_training
c92b942c,4,1,1,5,6,25,15,18,225,5,7,True,False,1.4,46.4,larger,True,False,False,github_training
c9680e90,3,1,1,11,11,121,11,11,121,5,4,False,True,13.25,10.0,same,True,False,False,github_training
c97c0139,2,1,1,21,22,462,21,22,462,2,3,True,False,2.0,6.0,same,True,True,True,github_training
c9e6f938,3,1,1,3,3,9,3,6,18,2,2,False,False,1.5,2.25,larger,False,False,False,github_training
c9f8e694,2,1,1,12,12,144,12,12,144,8,7,False,True,8.0,13.333,same,False,True,False,github_training
ca8de6ea,3,1,1,5,5,25,3,3,9,10,9,False,True,9.0,9.0,smaller,False,False,False,github_training
caa06a1f,3,1,1,18,18,324,18,18,324,7,6,False,True,67.75,136.25,same,True,False,False,github_training
cad67732,3,1,1,10,10,100,20,20,400,8,8,False,False,12.75,27.0,larger,True,False,False,github_training
cb227835,3,1,1,13,14,182,13,14,182,2,3,True,False,2.0,11.0,same,True,False,False,github_training
cbded52d,3,1,1,8,8,64,8,8,64,8,8,False,False,13.5,16.5,same,False,False,False,github_training
cc9053aa,3,1,1,9,9,81,9,9,81,4,4,False,False,4.75,4.5,same,True,False,False,github_training
ccd554ac,6,1,1,5,5,25,25,25,625,6,6,False,False,2.0,12.714,larger,True,False,True,github_training
cce03e0d,3,1,1,3,3,9,9,9,81,3,3,False,False,5.0,15.5,larger,False,False,False,github_training
cd3c21df,3,1,1,13,13,169,4,3,6,9,5,False,True,8.0,2.0,smaller,True,False,False,github_training
cdecee7f,3,1,1,10,10,100,3,3,9,10,10,False,False,7.75,7.5,smaller,False,False,False,github_training
ce039d91,4,1,1,10,10,100,10,10,100,2,3,True,False,8.6,11.6,same,False,False,False,github_training
ce22a75a,2,1,1,9,9,81,9,9,81,2,2,True,True,3.667,2.0,same,False,True,False,github_training
ce4f8723,4,1,1,9,4,36,4,4,16,4,2,True,True,8.2,2.0,smaller,False,False,False,github_training
ce602527,4,1,1,19,18,324,5,5,25,6,6,False,False,5.8,4.6,smaller,True,False,False,github_training
ce8d95cc,4,1,1,12,13,156,7,9,63,9,9,False,False,10.8,10.8,smaller,True,False,False,github_training
ce9e57f2,3,1,1,11,9,99,11,9,99,2,3,True,False,4.0,8.0,same,True,False,False,github_training
cf133acc,3,1,1,15,15,225,15,15,225,10,10,False,False,10.75,6.25,same,False,False,False,github_training
cf5fd0ad,3,1,1,3,3,9,12,12,144,7,7,False,False,4.0,46.75,larger,False,False,False,github_training
cf98881b,5,1,1,4,14,56,4,4,16,5,4,False,True,10.5,6.0,smaller,False,False,False,github_training
cfb2ce5a,3,1,1,10,10,100,10,10,100,10,10,False,False,9.75,16.0,same,False,False,False,github_training
d017b73f,4,1,1,3,11,33,3,9,27,7,7,False,False,3.4,3.2,smaller,True,False,False,github_training
d037b0a7,3,1,1,3,3,9,3,3,9,7,7,False,False,2.75,2.75,same,False,False,False,github_training
d06dbe63,2,1,1,13,13,169,13,13,169,2,3,True,False,1.0,3.0,same,False,True,False,github_training
d07ae81c,3,1,1,19,19,323,19,19,323,6,6,False,False,8.25,52.75,same,True,False,False,github_training
d0f5fe59,3,1,1,16,12,180,5,5,25,2,2,False,False,3.5,3.5,smaller,True,False,False,github_training
d10ecb37,3,1,1,12,8,72,2,2,4,8,8,False,False,29.25,3.5,smaller,False,False,False,github_training
d13f3404,3,1,1,3,3,9,6,6,36,8,8,False,False,3.0,14.0,larger,False,False,False,github_training
d19f7514,4,1,1,12,4,48,6,4,24,3,2,True,True,6.8,2.0,smaller,False,False,False,github_training
d22278a0,4,1,1,17,17,289,17,17,289,6,6,False,False,2.4,14.0,same,True,False,False,github_training
d23f8c26,3,1,1,7,7,49,7,7,49,10,8,False,True,10.0,2.75,same,True,False,False,github_training
d255d7a7,3,1,1,20,20,400,20,20,400,3,3,False,False,10.5,6.5,same,True,False,False,github_training
d282b262,3,1,1,15,15,225,15,15,225,10,10,False,False,35.25,35.0,same,False,False,False,github_training
d2abd087,3,1,1,10,10,100,10,10,100,2,3,True,True,5.25,5.25,same,False,False,False,github_training
d2acf2cb,3,1,1,10,9,90,10,9,90,5,5,False,False,15.5,18.5,same,True,False,False,github_training
d304284e,2,1,1,23,28,644,23,28,644,2,3,True,False,2.0,24.0,same,False,True,True,github_training
d364b489,2,1,1,10,10,100,10,10,100,2,6,True,False,6.0,26.0,same,False,True,False,github_training
d37a1ef5,3,1,1,13,12,156,13,12,156,3,3,False,False,4.25,4.25,same,True,False,False,github_training
d406998b,4,1,1,3,17,51,3,17,51,2,3,True,False,13.2,13.2,same,True,False,False,github_training
d43fd935,3,1,1,10,10,100,10,10,100,7,7,False,False,8.5,8.5,same,False,False,False,github_training
d4469b4b,7,2,2,5,5,25,3,3,9,4,2,True,True,4.333,1.0,smaller,False,False,False,github_training
d47aa2ff,3,1,1,10,21,210,10,10,100,8,9,True,True,17.5,10.0,smaller,False,False,True,github_training
d492a647,2,1,1,15,17,255,15,17,255,5,5,False,False,11.333,42.333,same,True,True,False,github_training
d4a91cb9,3,1,1,12,13,156,12,13,156,3,4,True,False,2.0,3.0,same,True,False,False,github_training
d4b1c2b1,7,1,1,3,3,9,15,15,225,8,8,False,False,3.5,3.5,inconsistent,True,False,False,github_training
d4c90558,3,1,1,25,25,625,4,8,24,9,8,False,True,15.25,3.0,smaller,True,False,True,github_training
d4f3cd78,2,1,1,10,10,100,10,10,100,2,3,True,False,1.0,2.0,same,False,True,False,github_training
d511f180,3,1,1,5,5,25,5,5,25,9,9,False,False,10.75,10.75,same,True,False,False,github_training
d56f2372,3,1,1,22,20,440,6,9,54,8,5,False,True,11.5,2.0,smaller,True,False,True,github_training
d5c634a2,7,2,2,15,15,225,3,6,18,2,3,True,True,4.556,4.556,inconsistent,False,False,False,github_training
d5d6de2d,3,2,2,25,25,625,25,25,625,2,2,True,True,2.2,1.8,same,True,False,True,github_training
d631b094,4,1,1,3,3,9,1,5,5,6,5,False,True,1.8,1.0,inconsistent,True,False,False,github_training
d6542281,3,2,2,24,24,576,24,24,576,9,9,False,False,12.8,20.0,same,True,False,True,github_training
d687bc17,3,1,1,14,17,238,14,17,238,8,8,False,False,12.25,4.0,same,True,False,False,github_training
d6ad076f,3,1,1,10,10,100,10,10,100,8,9,True,False,2.0,3.0,same,False,False,False,github_training
d6e50e54,3,1,1,16,16,256,16,16,256,3,3,True,True,6.0,6.0,same,True,False,False,github_training
d749d46f,3,1,1,6,16,80,10,25,250,7,7,False,False,6.75,12.0,larger,True,False,True,github_training
d753a70b,3,1,1,16,16,256,16,16,256,5,5,False,False,30.0,29.75,same,False,False,False,github_training
d89b689b,3,1,1,10,10,100,10,10,100,10,9,False,True,5.0,4.0,same,False,False,False,github_training
d8c310e9,3,1,1,5,15,75,5,15,75,6,6,False,False,6.5,10.75,same,False,False,False,github_training
d90796e8,3,1,1,7,9,63,7,9,63,4,5,True,False,9.25,7.0,same,True,False,False,github_training
d931c21c,4,1,1,30,30,900,30,30,900,2,4,True,False,3.6,7.0,same,True,False,True,github_training
d93c6891,3,1,1,16,18,288,16,18,288,4,4,False,False,7.0,4.5,same,True,False,False,github_training
d94c3b52,3,1,1,17,25,425,17,25,425,3,4,True,False,34.75,34.75,same,False,False,True,github_training
d968ffd4,3,2,2,22,17,102,22,17,102,6,6,False,False,3.0,4.6,same,True,False,True,github_training
d9f24cd1,2,1,1,10,10,100,10,10,100,3,3,False,False,5.667,5.667,same,False,True,False,github_training
d9fac9be,4,1,1,12,12,144,1,1,1,6,4,False,True,16.8,1.0,smaller,False,False,False,github_training
da2b0fe3,3,2,2,10,10,100,10,10,100,5,6,True,False,2.0,3.0,same,False,False,False,github_training
da6e95e5,3,2,2,30,30,900,4,5,20,8,6,False,True,30.6,4.8,smaller,True,False,True,github_training
dae9d2b5,5,2,2,3,6,18,3,3,9,3,2,True,True,3.857,1.714,smaller,False,False,False,github_training
db118e2a,4,1,1,9,9,81,15,15,225,8,8,False,False,12.0,16.2,larger,False,False,False,github_training
db3e9e38,2,1,1,9,9,81,9,9,81,2,3,True,False,1.0,7.667,same,True,True,False,github_training
db615bd4,3,1,1,25,25,625,25,25,625,6,6,False,False,168.5,111.25,same,False,False,True,github_training
db7260a4,5,1,1,10,10,100,10,10,100,3,3,False,False,2.833,2.833,same,False,False,False,github_training
db93a21d,4,1,1,30,30,900,30,30,900,2,4,True,False,3.0,7.8,same,True,False,True,github_training
dbc1a6ce,4,1,1,19,21,399,19,21,399,2,3,True,False,11.2,17.0,same,True,False,True,github_training
dc1df850,3,1,1,10,10,100,10,10,100,7,8,True,False,3.5,5.25,same,True,False,False,github_training
dc2aa30b,3,1,1,11,11,121,11,11,121,3,3,False,False,30.75,30.75,same,False,False,False,github_training
dc2e9a9d,3,1,1,28,29,812,28,29,812,2,4,True,False,3.0,6.0,same,True,False,True,github_training
dc433765,7,2,2,11,11,121,11,11,121,3,3,False,False,2.0,2.0,same,True,False,False,github_training
dc46ea44,3,1,1,11,11,121,11,11,121,6,6,False,False,7.75,7.25,same,False,False,False,github_training
dce56571,3,1,1,11,28,308,11,28,308,5,5,False,False,5.5,2.25,same,True,False,True,github_training
dd2401ed,4,1,1,7,15,105,7,15,105,4,4,False,False,12.4,12.4,same,False,False,False,github_training
ddf7fa4f,3,1,1,10,10,100,10,10,100,10,9,False,True,6.0,6.0,same,False,False,False,github_training
de1cd16c,4,1,1,18,19,342,1,1,1,8,4,False,True,10.4,1.0,smaller,False,False,False,github_training
de493100,4,1,1,30,30,900,10,10,100,9,8,False,True,433.2,24.6,smaller,True,False,True,github_training
ded97339,3,1,1,10,10,100,10,10,100,2,2,False,False,5.25,2.5,same,False,False,False,github_training
df8cc377,3,1,1,22,26,572,22,26,572,8,8,False,False,21.75,21.75,same,True,False,True,github_training
df978a02,3,1,1,16,16,256,16,16,256,10,10,False,False,5.75,5.5,same,False,False,False,github_training
df9fd884,3,1,1,9,9,81,9,9,81,6,6,False,False,4.0,4.0,same,True,False,False,github_training
e048c9ed,4,1,1,10,12,120,10,12,120,9,10,True,False,4.2,7.0,same,True,False,False,github_training
e0fb7511,3,1,1,13,13,169,13,13,169,2,3,True,False,2.5,8.75,same,False,False,False,github_training
e133d23d,5,1,1,3,7,21,3,3,9,4,2,True,True,5.833,1.667,smaller,False,False,False,github_training
e179c5f4,3,1,1,10,5,50,10,5,50,2,2,True,True,1.0,16.0,same,True,False,False,github_training
e1baa8a4,4,1,1,15,15,225,5,4,20,9,9,False,False,9.2,9.2,smaller,True,False,False,github_training
e1d2900e,3,1,1,30,30,900,30,30,900,3,3,False,False,13.75,13.75,same,True,False,True,github_training
e2092e0c,3,1,1,15,15,225,15,15,225,10,10,False,False,74.75,72.5,same,False,False,False,github_training
e21a174a,3,2,2,13,13,169,13,13,169,8,8,False,False,5.6,5.6,same,True,False,False,github_training
e21d9049,2,1,1,20,20,400,20,20,400,6,6,False,False,6.333,29.667,same,True,True,False,github_training
e26a3af2,3,1,1,15,17,225,15,17,225,9,6,False,True,39.75,4.0,same,True,False,False,github_training
e345f17b,4,2,2,4,8,32,4,4,16,3,2,True,True,4.667,2.333,smaller,False,False,False,github_training
e3497940,3,1,1,10,9,90,10,4,40,9,8,False,True,8.75,4.0,smaller,False,False,False,github_training
e39e9282,3,1,1,15,15,225,15,15,225,4,3,False,True,12.75,9.25,same,True,False,False,github_training
e3f79277,2,1,1,6,6,36,16,16,256,4,4,False,False,2.0,5.0,larger,False,True,False,github_training
e3fe1151,3,1,1,5,5,25,5,5,25,9,9,False,False,13.0,15.5,same,False,False,False,github_training
e4075551,3,1,1,16,15,240,16,15,240,9,10,True,False,5.0,9.0,same,True,False,False,github_training
e40b9e2f,3,1,1,10,10,100,10,10,100,8,8,False,False,5.75,8.0,same,False,False,False,github_training
e41c6fd3,3,1,1,17,30,510,17,30,510,7,7,False,False,4.0,4.0,same,True,False,True,github_training
e45ef808,2,1,1,12,12,144,12,12,144,3,5,True,False,2.0,5.0,same,False,True,False,github_training
e4888269,3,2,2,30,30,900,30,30,900,10,10,False,False,17.0,17.0,same,False,False,True,github_training
e48d4e1a,4,1,1,10,10,100,10,10,100,7,6,False,True,2.0,1.0,same,False,False,False,github_training
e4941b18,3,1,1,19,19,361,19,19,361,4,4,False,False,4.0,4.0,same,True,False,False,github_training
e5062a87,3,1,1,10,10,100,10,10,100,3,3,False,False,9.75,13.25,same,False,False,False,github_training
e509e548,3,1,1,19,21,399,19,21,399,2,4,True,True,5.5,5.5,same,True,False,True,github_training
e50d258f,3,1,1,10,10,100,6,4,24,4,3,False,True,21.5,6.75,smaller,True,False,False,github_training
e57337a4,3,1,1,15,15,225,3,3,9,5,5,False,False,1.0,1.0,smaller,False,False,False,github_training
e5790162,5,1,1,10,12,120,10,12,120,4,4,False,False,3.667,3.667,same,True,False,False,github_training
e5c44e8f,3,1,1,11,11,121,11,11,121,3,3,False,False,8.25,8.5,same,False,False,False,github_training
e619ca6e,3,1,1,29,29,841,29,29,841,2,2,False,False,2.0,14.0,same,True,False,True,github_training
e633a9e5,3,1,1,3,3,9,5,5,25,8,8,False,False,7.75,7.75,larger,False,False,False,github_training
e6721834,3,1,1,30,20,510,15,17,255,7,7,False,False,14.5,7.5,smaller,True,False,True,github_training
e681b708,3,1,1,27,26,676,27,26,676,7,7,False,False,52.0,52.0,same,True,False,True,github_training
e69241bd,3,1,1,9,9,81,9,9,81,8,8,False,False,18.5,18.5,same,True,False,False,github_training
e6de6e8f,3,1,1,2,12,24,8,7,56,2,3,True,False,5.0,2.0,mixed,False,False,False,github_training
e729b7be,3,1,1,19,19,361,19,19,361,10,10,False,False,19.5,32.0,same,True,False,False,github_training
e73095fd,3,1,1,16,19,288,16,19,288,2,3,True,False,1.0,4.25,same,True,False,False,github_training
e734a0e8,2,1,1,23,23,529,23,23,529,5,5,False,False,15.667,30.0,same,True,True,True,github_training
e74e1818,3,1,1,15,15,225,15,15,225,8,8,False,False,7.75,7.75,same,True,False,False,github_training
e760a62e,3,1,1,28,28,784,28,28,784,4,5,True,False,5.75,12.0,same,True,False,True,github_training
e7639916,3,1,1,14,20,200,14,20,200,2,3,True,False,3.0,6.0,same,True,False,False,github_training
e76a88a6,2,1,1,10,10,100,10,10,100,7,6,False,True,4.667,7.667,same,False,True,False,github_training
e78887d1,4,1,1,13,15,143,3,15,45,5,5,False,False,12.6,6.6,smaller,True,False,False,github_training
e7a25a18,2,1,1,14,14,196,10,10,100,8,7,False,True,5.0,5.0,smaller,True,True,False,github_training
e7b06bea,5,1,1,14,9,96,14,9,96,10,10,False,False,3.5,6.833,same,True,False,False,github_training
e7dd8335,3,1,1,9,11,99,9,11,99,2,3,True,False,2.75,4.0,same,True,False,False,github_training
e84fef15,3,1,1,29,29,841,5,5,25,6,6,True,True,148.75,6.75,smaller,False,False,True,github_training
e8593010,3,1,1,10,10,100,10,10,100,2,4,True,True,1.75,17.25,same,False,False,False,github_training
e872b94a,4,1,1,12,12,144,5,1,5,2,1,False,True,2.4,0.0,smaller,True,False,False,github_training
e88171ec,3,1,1,21,21,441,21,21,441,6,7,True,False,18.25,19.25,same,True,False,True,github_training
e8dc4411,3,1,1,18,16,288,18,16,288,7,7,False,False,2.25,11.25,same,True,False,False,github_training
e9614598,2,2,2,12,12,144,12,12,144,2,3,True,False,2.0,3.0,same,False,True,False,github_training
e98196ab,3,1,1,11,11,121,5,11,55,8,7,False,True,15.0,14.0,smaller,False,False,False,github_training
e99362f0,6,1,1,11,9,99,5,4,20,6,5,False,True,11.857,8.857,smaller,False,False,False,github_training
e9ac8c9e,3,1,1,15,15,225,15,15,225,10,9,False,True,7.5,6.0,same,False,False,False,github_training
e9afcf9a,2,1,1,2,6,12,2,6,12,6,6,False,False,2.0,12.0,same,False,True,False,github_training
e9b4f6fc,4,1,1,13,13,169,7,7,49,9,6,False,True,8.4,3.6,smaller,True,False,False,github_training
e9bb6954,4,1,1,19,19,361,19,19,361,10,10,False,False,29.8,28.8,same,True,False,False,github_training
e9c9d9a1,3,1,1,19,16,288,19,16,288,2,7,True,False,1.0,9.0,same,True,False,False,github_training
e9fc42f2,3,2,2,13,13,169,11,11,88,5,5,False,False,12.8,9.6,smaller,True,False,False,github_training
ea32f347,4,1,1,10,10,100,10,10,100,2,4,True,True,3.0,3.0,same,False,False,False,github_training
